Month,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Region,Case
Month 12,0.04107378711668988,0.04470995424579192,0.040763399524170484,0.04083651268394527,0.0401256835367643,0.04530275834507288,0.04001461398696224,0.04707925677753438,0.03941251582414671,0.040613840673036215,0.037668616891545166,0.03858512667245107,0.03685427858609559,0.04350944059381802,0.03873859541380344,0.03754038206467961,0.035777615521115164,0.04470374941281299,0.04660777397882913,0.04660317782334486,0.03665061823142914,0.03894521524482075,0.036249283488789426,0.038375757982278325,ERCOT,Base Case
Month 1,0.045632498024033075,0.03826199829850618,0.04140782176466052,0.044319617114706854,0.046068363781705195,0.046838831502323736,0.04484567860206865,0.04941023052318174,0.04259209245734932,0.0408354887219358,0.046301821697814376,0.042914984208953066,0.03757920027227072,0.04391588785092702,0.04519863717779862,0.04627630864359006,0.037010681255055716,0.040764049680586265,0.04598298476191322,0.03900962682643335,0.04327291949988966,0.03880079276478302,0.036309901392281775,0.047228691566839905,ERCOT,Change Case
Month 2,0.05020002799983707,0.04673029221520994,0.04178098631392434,0.03926148355263187,0.03645455101504349,0.04522857314841474,0.04024787174264738,0.044623543613049196,0.03567086081661752,0.04400821700153555,0.04501129132072181,0.043379142043840566,0.04088952898114265,0.0380644562014566,0.041473718897907075,0.04504771231494842,0.04134214932135644,0.04147494039274722,0.042628115347188064,0.03644064506637605,0.03869878274674509,0.0414682835957663,0.03562476624297455,0.046573304628941214,ERCOT,Change Case
Month 3,0.04621492893887357,0.042528696573353175,0.044387262433504715,0.0481674167237684,0.03941502335805382,0.03875383987357233,0.03511989943550621,0.03854159484893553,0.0425077640740595,0.046978598973052434,0.03797639277402052,0.037852238513803094,0.044398809935138124,0.04438951581087127,0.03682316116589233,0.040083361941858825,0.03625656155125814,0.03970134949181987,0.0386910462758194,0.039290405449072266,0.04603802903667951,0.037869584506679176,0.03886789390205515,0.0397443162714563,ERCOT,Change Case
Month 4,0.04235011664447352,0.041294190780434906,0.04180204921915697,0.03953472263501232,0.04952336970048823,0.039015263402594556,0.04384459153943585,0.043853823005013955,0.03437102060069945,0.038876539807847464,0.05540653683678804,0.03774715702055673,0.04101247172338203,0.04137128201109466,0.03138831309000696,0.04312750341731423,0.038953540762040724,0.050626090138287304,0.03877201411822615,0.044934896100526665,0.04142525782807108,0.044208832557615645,0.041992723554670396,0.04499200944646108,ERCOT,Change Case
Month 5,0.04227736466745854,0.05262418225093622,0.03938917417511593,0.04367722852405006,0.04275539734822468,0.04365000996688571,0.040625883432299566,0.043462472805176934,0.0355161564166769,0.0389188846440079,0.04117667255389584,0.03800727440146945,0.03139736870372542,0.04714133897723359,0.030576680147872782,0.039505641490122506,0.046043882621435744,0.04068611911228328,0.037853968479629935,0.040291030735361825,0.040004595191399185,0.03845214673237092,0.04249236691413911,0.03723355055566366,ERCOT,Change Case
Month 6,0.045597880698472384,0.042468640107759276,0.030087684269356044,0.043225104422890806,0.03716133922332219,0.045304955894725954,0.04218803805998515,0.03950501411145688,0.04306009191049696,0.04175896280776741,0.04222935428059869,0.03704402324725662,0.04458990325025113,0.03996750209053802,0.042471460464802574,0.04186001972482325,0.048286423774282224,0.04014323006249528,0.03819405217684281,0.036539049896981625,0.04268220685208294,0.038440424869639805,0.0423887803432228,0.04499693560006459,ERCOT,Change Case
Month 7,0.03866894114457452,0.0380253554394973,0.04181285623899896,0.03806998336719285,0.04082377400895178,0.03797198218149715,0.03588116565202005,0.040850847583546034,0.04125098949486951,0.04296523640806765,0.042795560692968034,0.0360914427418451,0.03160167746389685,0.04989065925199901,0.042662734181251195,0.03685904547273859,0.036343151759490426,0.04194559800102876,0.040959329808284976,0.039100053615288094,0.04069863988194248,0.04415767668995901,0.041687948894348334,0.040335199197007184,ERCOT,Change Case
Month 8,0.04083295714807972,0.04473227519138143,0.039582554382239565,0.03858679114258914,0.039934535604271675,0.04819312835881985,0.035014955150890516,0.04265824506233665,0.03724669102132425,0.03719677167765933,0.03842990764469898,0.04107154485343365,0.042378101706817786,0.04067908790746938,0.03592132812572488,0.04374672739055141,0.04326321918939853,0.03837248554465513,0.03582832523348988,0.04297537131757673,0.038881326064936605,0.04368475289147609,0.04364412395611586,0.0388750931543932,ERCOT,Change Case
Month 9,0.04070322557870927,0.039581074697702986,0.048607324167717056,0.04360557350423101,0.04208773370201178,0.04088443205146304,0.04980188202999664,0.03959330519540262,0.04588190695945237,0.04846876447901792,0.038875986262906,0.03391429129101847,0.04407995777438886,0.0447306798521877,0.03981885631051876,0.03685442292895206,0.04228564412874105,0.03981033737047263,0.042370912016329206,0.04407021170283214,0.03604302926831729,0.03749013760038423,0.033277020283976215,0.035302726995622064,ERCOT,Change Case
Month 10,0.03664124811007708,0.04746961671094208,0.03342193821256344,0.043528609222554436,0.03830749806053463,0.03899741641705693,0.041524326858020544,0.04145564590881827,0.03741597401729541,0.04464590672483872,0.0459287033650529,0.04035997438161464,0.04396946174264167,0.04131842043149726,0.037594590569239326,0.03519702557349021,0.041703224155252246,0.04373837966824843,0.04527164582279895,0.04389143753714414,0.045992297897322336,0.04132174717285812,0.042077693158042766,0.03945016186659936,ERCOT,Change Case
Month 11,0.04396973920733313,0.04523593336652316,0.04245741968687873,0.04032394655356913,0.04259318920687802,0.034238723650446265,0.042629518054482604,0.04256965692013396,0.04204676805757088,0.04276096958641022,0.036320467845249935,0.038843030685537634,0.04003444195743312,0.04765272983740912,0.03711165704912865,0.03954216180300814,0.041627092911555835,0.04064541155849599,0.04527653978142434,0.03602025690537582,0.043093677279826235,0.04503462321361205,0.0386526895650696,0.03427265027004464,ERCOT,Change Case
Month 12,0.04212033725771535,0.04568513657402501,0.04061479959467127,0.04243721838008424,0.04253762039410223,0.04919579260448899,0.043082942743203415,0.05055882505758224,0.04123946244808126,0.03965050555331986,0.043850123178277516,0.040010237529752454,0.04225195222306698,0.04751356880710331,0.03912800423136312,0.036866377038685096,0.036186485833741344,0.045935028218496675,0.04778524284633176,0.04709817023542476,0.03541644993622467,0.036043733097849556,0.03805186728094859,0.03895929649282947,ERCOT,Change Case
Month 1,0.04266763779499529,0.03791985387560744,0.04115450582866832,0.03887421007933557,0.03968672988336215,0.039447373385074785,0.0408282543076632,0.03713476529679772,0.043517968735364114,0.04018407307008567,0.041732138280697134,0.03819501590501069,0.04455829978271615,0.04301333949247128,0.04478283537682782,0.03946246287238446,0.03935139398161385,0.04393892957129942,0.035170656557286864,0.03854292570658077,0.03808984306040228,0.034626701593852165,0.041982115973202026,0.04233060661933743,CAISO,Base Case
Month 2,0.03611271975473454,0.041349109872392216,0.04474105042618416,0.03905918122406474,0.04447338191280555,0.03804692708172905,0.04234118649770651,0.03801890825406864,0.040160723022902994,0.03384443737769454,0.038331946649687115,0.041074670445893705,0.03497098223576542,0.038445814085055395,0.0424406046981911,0.039753151690060044,0.03801597562940218,0.03749743761413052,0.042662919026383854,0.04764459489362382,0.04012066785395993,0.03885562400388114,0.045975838205840516,0.042815065478824785,CAISO,Base Case
Month 3,0.038726550884272785,0.045149762328687115,0.04279242132769058,0.039695761204726884,0.040335650823454625,0.040746665733098215,0.0400419779468115,0.03694147061316536,0.03777135403493493,0.04333044145982557,0.04228740764551045,0.04369340730830114,0.036941986242141726,0.04152385964804573,0.04039358809979051,0.03480941235494759,0.034263048079782144,0.042723002065239025,0.0382064772065339,0.03629356993777929,0.036502592893324054,0.04423600685557056,0.039221781086186354,0.03672498677206333,CAISO,Base Case
Month 4,0.03594097589866896,0.04054343715855536,0.0456738593003469,0.03706571003678095,0.044116143233753624,0.04106656690714836,0.03604454923814191,0.038019719050719505,0.039004065136346217,0.03962596192152042,0.040852469129169434,0.043874573156614936,0.03802073117703619,0.03919820383577014,0.03980718078224093,0.03750649427686201,0.04148497980314347,0.03515688726591917,0.038548037011795336,0.03787121076407242,0.04461531859730448,0.04381107173325635,0.03802421976050109,0.039171902105093394,CAISO,Base Case
Month 5,0.04203128713112036,0.03509262866031338,0.03706509757590283,0.04364826852108978,0.04180586361209248,0.04252092616570167,0.040024798282326274,0.04610618715580265,0.042084131852903855,0.039782111844750195,0.04719655738202829,0.03824839478651988,0.039320120151386084,0.045513257946685766,0.04072511878350806,0.044672979135143315,0.03966056094070003,0.040800424102059904,0.040750571440692725,0.04025355216685296,0.040938489514568334,0.03744391675054584,0.03763905041768146,0.03828665524527615,CAISO,Base Case
Month 6,0.03885411397320281,0.038954192756914835,0.03791487575603888,0.03822230407844678,0.04065254056232968,0.03863830122593496,0.03864281325524965,0.04069659835589582,0.03861957541430826,0.03852272309345208,0.04450471237035151,0.042459407536468055,0.0383453418027232,0.04282129527451642,0.04845266497319163,0.03448057667088187,0.042258714740248504,0.036672325199566126,0.04197270964038163,0.04320846026679621,0.038517002989779205,0.044841301335502765,0.045581189927253,0.036713186791030805,CAISO,Base Case
Month 7,0.03772275511644247,0.042484784374485246,0.03790254060899681,0.03793736392521605,0.03866030479736975,0.043765854215877524,0.03973351249608423,0.045108104756654305,0.042719899248744406,0.03862119842238568,0.043777560639969265,0.036601031279033,0.037795611040295954,0.044786666555444284,0.042808767158683834,0.03532715752200241,0.03557316521463778,0.04210332882476952,0.040026460637211346,0.040091658118339014,0.0412076684782629,0.0387540436684931,0.04070220209843221,0.03184822360156415,CAISO,Base Case
Month 8,0.04174547965859655,0.038187898406065,0.03894362547437583,0.043393577171345364,0.04218989309505391,0.04254208247556361,0.03946343761195763,0.04505008622134707,0.03910858607595824,0.04867225288578239,0.040992170263153084,0.044946624226593714,0.04469889859082359,0.04595276922793034,0.03952829168188698,0.04339975598054001,0.041765323400048474,0.036916306047837764,0.04456602268707264,0.04077735847050121,0.04237672252281194,0.04321499797825096,0.038732853973406575,0.04487415724450092,CAISO,Base Case
Month 9,0.04464036718235681,0.03808076803056169,0.0422503701767542,0.03782380470075374,0.04421711911169208,0.04188510180429273,0.043304185874452526,0.03970403311316878,0.03728078434514642,0.04142720423007512,0.04253076889084846,0.03982106617995782,0.03864573109419123,0.04213749971247786,0.037891932987875895,0.04078807979444397,0.045312566626794414,0.03783212356987403,0.03604456730441333,0.03955796446111157,0.03356787559603635,0.04513260530555861,0.04363043743288191,0.04037272742516068,CAISO,Base Case
Month 10,0.04240418342860438,0.04094780441419112,0.0405294626460328,0.03903141447029888,0.04565080006418342,0.039921388611487266,0.044818489558533535,0.04005014787069408,0.04407412996624079,0.040192737186710986,0.044403914096935636,0.03837882009447701,0.04618942605062976,0.038779131645351364,0.03820003918328929,0.037279011943269325,0.039611812978203646,0.038298084136201414,0.04634782717442443,0.038881365385569217,0.03803287149425942,0.04293602410790661,0.04206765350528257,0.038228606529769546,CAISO,Base Case
Month 11,0.043639310609825135,0.038997099981192586,0.03577518251870889,0.03704592204737281,0.03821299608434592,0.035694207298727416,0.03985654451851316,0.03329683986723224,0.04232354701535805,0.037606225407709915,0.04204390409985887,0.04018393418170191,0.037717023949596605,0.03857719272248055,0.03544727380671917,0.033758610462668724,0.037152324283002226,0.04250573187429941,0.03990865158676784,0.04306670300583876,0.04063884216856938,0.038753685828261636,0.04297302154331386,0.044506924554092414,CAISO,Base Case
Month 12,0.03540320931970572,0.04019836362798732,0.03896707145230303,0.03812285491877444,0.045698628352454945,0.04482632647104002,0.039055552532450764,0.040254679726517154,0.043847070420508595,0.04115542980060371,0.037881933332660774,0.038127411749030005,0.036788814253127675,0.038751852217042554,0.03900787055251701,0.03629842251460091,0.03809759073835164,0.04302426595647981,0.03511745380272929,0.03507666000261624,0.04354573263112759,0.038754785518147365,0.042044604893565735,0.040484170235481426,CAISO,Base Case
Month 1,0.040659535857324916,0.040138612646767456,0.04196150805192873,0.04355317222583126,0.038426164706199396,0.04128625212155521,0.04067608056325986,0.03566122106635687,0.04120570507138438,0.04017643787660857,0.04909768094168117,0.03953159959626074,0.047674234594300556,0.04874173841978427,0.046185338837362144,0.037623273503794075,0.04105035229126999,0.0511640759361432,0.03979544071390438,0.037104837652624616,0.03972604225613554,0.03454743618247281,0.04264610511731384,0.038925777695567,CAISO,Change Case
Month 2,0.03614992459161665,0.04124328574259182,0.051431379129186675,0.04143136514636891,0.04270922853152245,0.04121739871929669,0.04352968221500327,0.041504827568906784,0.04728715379272476,0.035011170048058766,0.038612285296893804,0.046979420427135626,0.04044870038400437,0.04083493638987086,0.043137980097425144,0.04281271277153406,0.04562438218233334,0.03762810427453146,0.04264460820372244,0.04656776201962055,0.03569765884828804,0.039209574281731684,0.04844289324212309,0.04151500090850504,CAISO,Change Case
Month 3,0.03948299140281516,0.04622304687279705,0.050676647416974765,0.040987956951279665,0.04059434819655923,0.04188592549280816,0.041820417825243636,0.04059689443060977,0.043338584412880125,0.046076225627834526,0.03981215436418103,0.04410875709184259,0.035817721616354804,0.04046390100793352,0.03963551846512866,0.034429721377580956,0.03712259918686226,0.043876399560703286,0.039323703941504855,0.03850672278574168,0.03735711555378924,0.04395136621475395,0.04152137245243868,0.03218999356381465,CAISO,Change Case
Month 4,0.03407913453231151,0.04670181507183279,0.04883842136067558,0.03859500599546697,0.043279029422067836,0.04362524879428416,0.03821051038978823,0.03643949804062516,0.044940342188990096,0.04512274699560217,0.03924954628363351,0.04689753022094644,0.04310776873525628,0.03904048556456249,0.03811699179016784,0.036098227597366014,0.047418646263477304,0.03768359680276179,0.043743325693225296,0.04244478518917926,0.04376629300648346,0.04566774359059634,0.04105479164882198,0.038772633913730994,CAISO,Change Case
Month 5,0.04610608727029582,0.0343920913172911,0.03808461428115996,0.0485887462643371,0.03908722755149221,0.04664210047576817,0.042748104840588504,0.04656641462506395,0.04152179435759659,0.036414439633085355,0.04684650009726796,0.04015839796865918,0.04115399283821634,0.04683566811885411,0.0397998243334309,0.045385938709531566,0.03853831874393666,0.04363002617626137,0.04361423173103874,0.041050922062011504,0.04549363208890179,0.03221711901786166,0.03543819631030339,0.04061303958348959,CAISO,Change Case
Month 6,0.03888323317511061,0.036840012698326235,0.03868990292836044,0.03654406955601931,0.0432992717946743,0.03871110285858767,0.04094213045387967,0.04079450591671769,0.03847275545361677,0.03658652631671993,0.04488050162395858,0.04827024577536008,0.03971635067517009,0.04380900034554111,0.052312126984420934,0.03722141116215119,0.03848628561173333,0.037922343396148216,0.04098509164788475,0.047797444608906295,0.04115358662616584,0.04890214980658426,0.04804147901428338,0.0367605578928998,CAISO,Change Case
Month 7,0.040118974728980586,0.048029068798476994,0.04134848661805349,0.04161156690005545,0.03740189941545208,0.040862837424409486,0.0420371370616108,0.04618725231753848,0.044927998781133044,0.0422670923014619,0.045661492927512294,0.03769290719777288,0.04429156327521891,0.04732671779760775,0.04044533258797114,0.034439775995533634,0.03828478328170674,0.04557829242845937,0.03997146852925064,0.04067417561155082,0.03974256918322052,0.03870685136796658,0.04486182679821291,0.03565082191142402,CAISO,Change Case
Month 8,0.041641535993367125,0.04359616632333225,0.03932818597854179,0.045121336641041475,0.04964710177491282,0.0434324658465419,0.045469500597221345,0.04613291483492239,0.039190304798822455,0.044847954120476395,0.0407930882441128,0.04309017600201934,0.04922034993296185,0.04336884987770997,0.03891320326647836,0.04486459322207181,0.040684573126833025,0.037266059884300026,0.043528864828518275,0.041084169668678776,0.04387518660476353,0.04879815161162008,0.04003968555353187,0.046466773312984995,CAISO,Change Case
Month 9,0.04589022491006615,0.037551222102700225,0.04375222185856309,0.044164322574579,0.045003757997625043,0.04291516199548644,0.0468995223957544,0.03910057068088149,0.03764820705966328,0.041343024293589874,0.04166393156681751,0.039800918461593636,0.03767306452174513,0.04846421361894647,0.03990659398726839,0.04464711825606133,0.04770731839916205,0.040152259541134126,0.03734390266981392,0.04230599347158498,0.03781054769858386,0.049088557606776224,0.04139646783092221,0.04349519473161565,CAISO,Change Case
Month 10,0.04554167453090531,0.047017063290850675,0.043363118042571626,0.044615520190512695,0.04825308467841023,0.03841170793279645,0.047503199515400614,0.040238769830452326,0.0442477764980188,0.03864675497395631,0.039077696483810015,0.03833025838601776,0.049925478857290706,0.04103637212639796,0.04340384320524257,0.037207665525239506,0.04084830626157726,0.0405186138192517,0.04673680941080022,0.04155709109213812,0.037526059805058805,0.043026485248318064,0.04439912247259252,0.03709537569117937,CAISO,Change Case
Month 11,0.04923135350805333,0.040693306499042264,0.03662099072946172,0.04079314565607655,0.03709397478564495,0.03567285414518629,0.039650033056548385,0.03134214238543598,0.04208340816641606,0.03800892235291262,0.04356260755125044,0.04182591763367458,0.04409013053941627,0.0421616304510635,0.037448195221038906,0.033989599101595026,0.03836826186605553,0.04545454280320648,0.04039349832134538,0.043316626692987074,0.042329416946283345,0.043173438999822344,0.0400478728161947,0.04857447181367871,CAISO,Change Case
Month 12,0.03931609890848494,0.04332448852822556,0.04256911858223795,0.04001851302379439,0.04803023110958418,0.0426227395033317,0.04366160919175651,0.03863766229556189,0.05021429431825999,0.04588588593121672,0.043833752397320715,0.04269017672539857,0.03979352313991821,0.03928530559092438,0.04612523113860496,0.03939256704701256,0.038913332806066236,0.04596283873191709,0.03929769537056476,0.03879115255486168,0.047219782838246474,0.03592213126494297,0.04061449656535676,0.04264981428496477,CAISO,Change Case
Month 1,0.03595066926146215,0.046344136082865646,0.044328065307975575,0.04234259278573876,0.04196722101386385,0.04107411908288121,0.03389766398296842,0.042253129638353384,0.04843402919387651,0.0377402736189906,0.03493560569352001,0.04338770201582145,0.04275661250144367,0.03520300961272947,0.04379587719244128,0.03885726047866997,0.042685787238825074,0.043049470939484476,0.03823378654496067,0.04403724271812075,0.04094238942163938,0.03876798410828964,0.037338118894969546,0.04198662520681493,SPP,Base Case
Month 2,0.04468400657177779,0.03923260780476532,0.04511173488735638,0.03485996446267753,0.0444407169236736,0.03715606830560035,0.0389772442732744,0.03491375627546889,0.03989824974532532,0.037887303104027485,0.04159141290366826,0.03625522162172398,0.03789376385743998,0.035288358574565006,0.04041782660559428,0.03395618764866509,0.039144326970181435,0.0454583223247402,0.04127048923806398,0.03459700335183824,0.04155839116107681,0.041120300157865206,0.04311678747328453,0.042149168100936996,SPP,Base Case
Month 3,0.0408299659255868,0.039178145656075636,0.03763726524543277,0.04119479939512447,0.03841507655287597,0.04395221219425394,0.0383276905423208,0.03950095699176097,0.036863538867395025,0.033875223881753576,0.043188290346273514,0.038416113902752194,0.042511720328827565,0.03703867835730518,0.03949158482213662,0.04036301416669877,0.041230487407352925,0.037125237484953375,0.036894261068991956,0.0442206282233901,0.04100183286971133,0.04339816232878458,0.03905832751201505,0.041348594531991884,SPP,Base Case
Month 4,0.04249904889574265,0.040192601029461726,0.039978196010980564,0.038246146228545906,0.04450215248320296,0.039484290679986496,0.042348242374814465,0.04215825056690616,0.03850898596396616,0.0411833417292579,0.035588172587434526,0.03786430024345694,0.047849858151000235,0.038364510802078866,0.040320676806365634,0.041150070755897286,0.03925966100110108,0.044858478315030065,0.03658117952893973,0.04044093068946898,0.04427803310372223,0.037289551052747505,0.03725750904712863,0.04388165012158119,SPP,Base Case
Month 5,0.03903074526563916,0.038966123042662316,0.03552104685561343,0.04153109137888055,0.03519880469194753,0.04785655313824952,0.042157316452986836,0.034342975040065615,0.036404326674452155,0.04152407662669916,0.03851941142296739,0.04477698407884579,0.04026077936418363,0.039148828167975366,0.041798732551410624,0.03617256162149826,0.038002255464405874,0.04066201174246227,0.04157231437109015,0.04029678074198866,0.03853840427612016,0.04132998729755025,0.03884777205123356,0.03584642843011561,SPP,Base Case
Month 6,0.03984969773646526,0.0463839451718931,0.03404362102198098,0.04227210392217433,0.039857492956701754,0.04845022508207254,0.040781925193491164,0.04477953904518123,0.0363954004450411,0.041495234719899764,0.04713485833747944,0.041312913679935316,0.03750185499732173,0.03851390043048562,0.04006310930545291,0.04127923061305094,0.04366976090561475,0.03783750950960889,0.044317530392522154,0.041650844161865964,0.041374426627270464,0.038500874902585275,0.03802187966010985,0.034256986594635094,SPP,Base Case
Month 7,0.041519294624189136,0.04545374655946116,0.043747319692161606,0.0353056148847933,0.0426147039942316,0.04063038708325331,0.04164583408154282,0.03829854497813378,0.039605607683466375,0.040445941439318706,0.04259130156668319,0.037079785111374844,0.04003749515238626,0.0368415329268613,0.0441518900214928,0.041963589356469766,0.040303772167063504,0.041367806076341475,0.03551718708208452,0.03865127889738216,0.039186037571105115,0.03506372562264601,0.041955075797714646,0.04608046054343712,SPP,Base Case
Month 8,0.04138029334196345,0.040018341781809,0.03537110233300375,0.04358613814497949,0.03335979585509888,0.03737617817528978,0.033187233657655676,0.040087230365504295,0.04070986719813732,0.0343335394587336,0.039151703734225975,0.044027866058754965,0.03655192441082275,0.03849427608171657,0.04092102426465924,0.03850811002272232,0.04589926063443849,0.03787069914138756,0.03650796863291425,0.03841362837571671,0.04149551202630802,0.04127142510244574,0.034068708955004454,0.04529394727107654,SPP,Base Case
Month 9,0.03872886920131777,0.036663247869087784,0.04470732640151559,0.04464044070409076,0.040002355846052114,0.035910233902410875,0.038457887614214085,0.03840469270662843,0.04252827808417704,0.044072691546917175,0.04101632392666092,0.03954643631370547,0.03613433835876906,0.041387920658766786,0.03764038824709996,0.03925346873416078,0.04718191006399739,0.038532541110107295,0.0381608613598238,0.04094975202978425,0.0438868360513883,0.03990946743380499,0.03964835288289021,0.039250757998127044,SPP,Base Case
Month 10,0.04344843187036185,0.03394043434695162,0.04647470186694595,0.03611717248927979,0.04004158906410304,0.039797667365135965,0.036137515169398046,0.03680846548027732,0.03537563989374868,0.03736000318488762,0.04160265732535727,0.042751563084702786,0.03549583213712558,0.037244876216545465,0.03887811044976802,0.038114297390251205,0.04580145876242412,0.042343172277286276,0.042161466186401306,0.04406999592771308,0.037296669923983915,0.03955216437094248,0.03872484927977724,0.04110580161302712,SPP,Base Case
Month 11,0.04341597878520939,0.035854906633757296,0.03434643382935687,0.044399664077362136,0.039607685435640576,0.0405236425670507,0.039324066831239755,0.04414752206632849,0.03833757433147032,0.04239746204616001,0.04228657978667569,0.03928086114108589,0.036839297010579,0.03689517630635594,0.03933602738605327,0.04366869020974348,0.043345227360024115,0.03539937942713198,0.042672520044983155,0.0410011281367953,0.04008612701875754,0.03999531996425636,0.0421654127501237,0.04022394603903557,SPP,Base Case
Month 12,0.03610737215507784,0.040529740748841865,0.03665423907632972,0.04285296136503494,0.03792112468943871,0.04419684324551697,0.036965615095687986,0.038562867687582325,0.04064516206430177,0.03906931293820788,0.039057934888649316,0.04268083851526426,0.03962577122822027,0.03438231073762788,0.03781887055706024,0.03835492058491597,0.04114624458888519,0.03742882986259631,0.029725914945553305,0.0455304184429405,0.041750921258519834,0.03717399701693407,0.036689050041557196,0.04493052548637795,SPP,Base Case
Month 1,0.034829604160836775,0.04775634939487278,0.04721683786288369,0.04060727633806598,0.04182186634878653,0.038795862680772494,0.03508369497544822,0.041065985449543894,0.044372626340468846,0.0394762592454298,0.036041004484768255,0.04582094859901163,0.041024738645379276,0.03898736096333956,0.047583378634893835,0.03999478669211245,0.03832273752171269,0.04327015059093443,0.043064430587388944,0.04466642237961179,0.040525408805664416,0.040615271408594215,0.03226087478933815,0.04096069245591174,SPP,Change Case
Month 2,0.04860564713860678,0.03952297062660398,0.046945738312139634,0.03724575026885022,0.04672539536163009,0.041274893592869,0.04420761409004731,0.03587026264415564,0.039710720731674164,0.04123544593439814,0.04517376853229902,0.04034077126731015,0.03606751863937161,0.034817993796164924,0.04251376831213339,0.03869888340102984,0.03603146515465614,0.043894074475565065,0.0432890165962354,0.03630144126197582,0.044790812586119,0.044121814277543164,0.044575307458088895,0.044046522470702024,SPP,Change Case
Month 3,0.041619059154180064,0.03682387991408778,0.03661420780074947,0.042523354603885594,0.03607538657331521,0.04523288722575396,0.0399322211472444,0.03964726916259329,0.03820210596734866,0.03571172474616644,0.03979024182382365,0.043489675016502485,0.04230810994045767,0.038706514296970924,0.041271060934076224,0.039579644914291015,0.047081039666397186,0.04423192928426003,0.03770442867027409,0.04556250798407788,0.04513577658371024,0.04906910984553678,0.036132003786478635,0.04221719314516182,SPP,Change Case
Month 4,0.043751656288585974,0.039755756617232636,0.03952603464971233,0.03729925378062274,0.041404738243210455,0.03771023263850771,0.039840200522050055,0.04363828567609638,0.04002846522696176,0.040946838168721064,0.042277361638347014,0.03892259115805603,0.049688113960350826,0.04426443068325651,0.040388371949532445,0.0425666677662886,0.03832469677069273,0.04661053486007018,0.03585960490465081,0.043465864363128916,0.04317627353070332,0.0386627465785054,0.03824372171903584,0.0429832701528192,SPP,Change Case
Month 5,0.03849765649708004,0.04087630458530211,0.03448797226740429,0.04356134457513963,0.03453880128656224,0.04661353555043348,0.04192838793820272,0.03616079064839347,0.04128044546658758,0.04019550773756252,0.04076465747334911,0.044462649015899365,0.037414729406792455,0.03855373785295046,0.044442365601176814,0.03630830230192221,0.040653535364503286,0.040145808620667994,0.04309001201268282,0.04162079987471214,0.042061134638062166,0.03893105809317424,0.04177759811602586,0.036731967106527416,SPP,Change Case
Month 6,0.043089465392114716,0.05006789309847013,0.03952437144520312,0.039114131502427735,0.043796979638985885,0.052831028554661756,0.04563697935771925,0.04661790204408308,0.03941876312081287,0.03980750524891886,0.04650805108179929,0.04119392686864881,0.03909752037593452,0.04159211268384531,0.042034744374151146,0.04026598308630904,0.04400118206831359,0.045599830966980344,0.04760959135519764,0.04557611079077195,0.04508375114011837,0.04061003961726718,0.037418338422439856,0.033891164568247124,SPP,Change Case
Month 7,0.04537179611640425,0.04568812882140241,0.044149887348936316,0.03633384971890746,0.04434394557080037,0.04165345359930768,0.04643611724021767,0.03773973579757865,0.04454480783033561,0.04221272222834853,0.042039537870816865,0.03660735161606012,0.03945346432205257,0.03886083535648308,0.04408913949458301,0.045473115342489656,0.04272348940030289,0.045668788689639195,0.04195444048017178,0.040072856270070324,0.03677784017374711,0.04333835334122242,0.04685313119271537,0.05067254046035321,SPP,Change Case
Month 8,0.040745381606699806,0.040941649466299385,0.04200473957657408,0.04776975109919342,0.037967373502218585,0.037847551286944406,0.03141023906221057,0.043012830054023926,0.044478791554523466,0.04036349451799731,0.04006389151825172,0.04944632044329858,0.038849280306928184,0.04389679591081855,0.04281987068051747,0.03715826590091971,0.04659314966051735,0.03870333161578041,0.04124421361312357,0.03712036496559912,0.04373419811426804,0.03959531118567815,0.03598679597143392,0.04040390653796643,SPP,Change Case
Month 9,0.037368445799343765,0.042051376007620815,0.04551427772674455,0.045550947442091656,0.03985261052415749,0.03745874807007187,0.0413386060810367,0.04361575802883296,0.04808965129551762,0.04668221223941181,0.04216435649311702,0.0462495585878287,0.03658194715570679,0.04305725968021552,0.03664490832945516,0.039259689212498415,0.04811382315135271,0.03741429736793833,0.04270776904499018,0.04359201965552239,0.04738978884297459,0.04374992035231872,0.04094290036499037,0.04177628613159097,SPP,Change Case
Month 10,0.044693217727247714,0.035979792777006143,0.04896164079927808,0.04122975406698145,0.040055472232927436,0.04067217349991962,0.041316853409279826,0.03540653430862335,0.03140529476816845,0.035806014214141584,0.04401706071103767,0.04725358974749863,0.037698308741372706,0.039588822431166674,0.04284012604769132,0.03676538193127514,0.04691352773453872,0.04538019019509279,0.04143908484015189,0.04311165180622265,0.04233003529651893,0.04233451786209069,0.039402707708740416,0.04565376824534611,SPP,Change Case
Month 11,0.03970632739711617,0.04186459055037489,0.038930791637531,0.045548883643331484,0.04012982404217103,0.03770961019350813,0.040221810573005674,0.04707675991008749,0.036416000726626215,0.04018024350184344,0.044120781766286976,0.04090954577221154,0.04189158452409814,0.03409989084553865,0.040111759155854056,0.04467782666450014,0.045784582959367465,0.03375693596167721,0.04249956581104897,0.044726479732710114,0.04176894278866405,0.04452400522979888,0.048305979032068354,0.04089618408343397,SPP,Change Case
